With pivoting 	 Without pivoting 	 Matrix size
172 		 0.17654085159301758 	 0.17654085159301758
48 		 0.005277872085571289 	 0.005277872085571289
126 		 0.07157397270202637 	 0.07157397270202637
216 		 0.34445905685424805 	 0.34445905685424805
157 		 0.1337292194366455 	 0.1337292194366455
268 		 0.6458659172058105 	 0.6458659172058105
281 		 0.7369134426116943 	 0.7369134426116943
236 		 0.43947315216064453 	 0.43947315216064453
283 		 0.7486217021942139 	 0.7486217021942139
290 		 0.8108181953430176 	 0.8108181953430176
211 		 0.3134326934814453 	 0.3134326934814453
189 		 0.28618669509887695 	 0.28618669509887695
215 		 0.3683598041534424 	 0.3683598041534424
90 		 0.02989816665649414 	 0.02989816665649414
59 		 0.011396646499633789 	 0.011396646499633789
78 		 0.021222352981567383 	 0.021222352981567383
295 		 0.9430055618286133 	 0.9430055618286133
147 		 0.11694693565368652 	 0.11694693565368652
186 		 0.2672231197357178 	 0.2672231197357178
141 		 0.15103626251220703 	 0.15103626251220703
241 		 0.6910660266876221 	 0.6910660266876221
105 		 0.050133705139160156 	 0.050133705139160156
231 		 0.4911041259765625 	 0.4911041259765625
234 		 0.4862184524536133 	 0.4862184524536133
26 		 0.0012402534484863281 	 0.0012402534484863281
149 		 0.13073515892028809 	 0.13073515892028809
157 		 0.15018129348754883 	 0.15018129348754883
198 		 0.27904272079467773 	 0.27904272079467773
215 		 0.38513922691345215 	 0.38513922691345215
219 		 0.3890688419342041 	 0.3890688419342041
189 		 0.23952913284301758 	 0.23952913284301758
89 		 0.027827978134155273 	 0.027827978134155273
90 		 0.028458356857299805 	 0.028458356857299805
268 		 0.6711771488189697 	 0.6711771488189697
148 		 0.11378788948059082 	 0.11378788948059082
68 		 0.01424407958984375 	 0.01424407958984375
181 		 0.20593762397766113 	 0.20593762397766113
261 		 0.5843789577484131 	 0.5843789577484131
296 		 0.886991024017334 	 0.886991024017334
143 		 0.12538576126098633 	 0.12538576126098633
225 		 0.39729785919189453 	 0.39729785919189453
88 		 0.03347039222717285 	 0.03347039222717285
199 		 0.2780945301055908 	 0.2780945301055908
103 		 0.042688608169555664 	 0.042688608169555664
62 		 0.010619401931762695 	 0.010619401931762695
160 		 0.15646910667419434 	 0.15646910667419434
235 		 0.4545919895172119 	 0.4545919895172119
178 		 0.1962871551513672 	 0.1962871551513672
124 		 0.07024526596069336 	 0.07024526596069336
80 		 0.02051401138305664 	 0.02051401138305664
204 		 0.3060789108276367 	 0.3060789108276367
199 		 0.3920125961303711 	 0.3920125961303711
25 		 0.0013501644134521484 	 0.0013501644134521484
183 		 0.25206947326660156 	 0.25206947326660156
56 		 0.009502410888671875 	 0.009502410888671875
63 		 0.012938737869262695 	 0.012938737869262695
91 		 0.04314780235290527 	 0.04314780235290527
175 		 0.19138622283935547 	 0.19138622283935547
148 		 0.12909626960754395 	 0.12909626960754395
44 		 0.004956245422363281 	 0.004956245422363281
135 		 0.08949661254882812 	 0.08949661254882812
24 		 0.0009355545043945312 	 0.0009355545043945312
18 		 0.00047326087951660156 	 0.00047326087951660156
238 		 0.4764547348022461 	 0.4764547348022461
162 		 0.15687203407287598 	 0.15687203407287598
106 		 0.046608924865722656 	 0.046608924865722656
266 		 0.6474869251251221 	 0.6474869251251221
259 		 0.6074366569519043 	 0.6074366569519043
219 		 0.36833906173706055 	 0.36833906173706055
105 		 0.04356050491333008 	 0.04356050491333008
45 		 0.0044705867767333984 	 0.0044705867767333984
120 		 0.06466960906982422 	 0.06466960906982422
230 		 0.44631385803222656 	 0.44631385803222656
279 		 0.7865095138549805 	 0.7865095138549805
27 		 0.0012331008911132812 	 0.0012331008911132812
104 		 0.04201245307922363 	 0.04201245307922363
25 		 0.0010304450988769531 	 0.0010304450988769531
249 		 0.5411572456359863 	 0.5411572456359863
69 		 0.01423192024230957 	 0.01423192024230957
255 		 0.5665180683135986 	 0.5665180683135986
177 		 0.19549965858459473 	 0.19549965858459473
29 		 0.0014801025390625 	 0.0014801025390625
153 		 0.1350266933441162 	 0.1350266933441162
147 		 0.11200332641601562 	 0.11200332641601562
115 		 0.05555534362792969 	 0.05555534362792969
135 		 0.08867502212524414 	 0.08867502212524414
133 		 0.08470916748046875 	 0.08470916748046875
138 		 0.09263300895690918 	 0.09263300895690918
198 		 0.2669360637664795 	 0.2669360637664795
13 		 0.00024271011352539062 	 0.00024271011352539062
123 		 0.07059860229492188 	 0.07059860229492188
238 		 0.46462583541870117 	 0.46462583541870117
198 		 0.26525354385375977 	 0.26525354385375977
145 		 0.1118319034576416 	 0.1118319034576416
182 		 0.22612762451171875 	 0.22612762451171875
81 		 0.021994829177856445 	 0.021994829177856445
267 		 0.7121450901031494 	 0.7121450901031494
56 		 0.008044242858886719 	 0.008044242858886719
226 		 0.41503429412841797 	 0.41503429412841797
20 		 0.0006933212280273438 	 0.0006933212280273438
159 		 0.14682221412658691 	 0.14682221412658691
264 		 0.6479003429412842 	 0.6479003429412842
110 		 0.05855154991149902 	 0.05855154991149902
287 		 0.8733830451965332 	 0.8733830451965332
167 		 0.1621417999267578 	 0.1621417999267578
282 		 0.7828783988952637 	 0.7828783988952637
181 		 0.20428133010864258 	 0.20428133010864258
170 		 0.16882777214050293 	 0.16882777214050293
296 		 0.9145908355712891 	 0.9145908355712891
212 		 0.3212423324584961 	 0.3212423324584961
181 		 0.2009117603302002 	 0.2009117603302002
292 		 0.8609368801116943 	 0.8609368801116943
252 		 0.5705218315124512 	 0.5705218315124512
215 		 0.3375704288482666 	 0.3375704288482666
40 		 0.00324249267578125 	 0.00324249267578125
294 		 0.8357994556427002 	 0.8357994556427002
292 		 0.841693639755249 	 0.841693639755249
102 		 0.04005599021911621 	 0.04005599021911621
226 		 0.422565221786499 	 0.422565221786499
188 		 0.24562621116638184 	 0.24562621116638184
226 		 0.420367956161499 	 0.420367956161499
182 		 0.20934176445007324 	 0.20934176445007324
98 		 0.04097485542297363 	 0.04097485542297363
298 		 0.9177258014678955 	 0.9177258014678955
125 		 0.07246255874633789 	 0.07246255874633789
58 		 0.009812593460083008 	 0.009812593460083008
157 		 0.13625335693359375 	 0.13625335693359375
145 		 0.108428955078125 	 0.108428955078125
184 		 0.21326923370361328 	 0.21326923370361328
208 		 0.30408334732055664 	 0.30408334732055664
132 		 0.08242917060852051 	 0.08242917060852051
53 		 0.006589412689208984 	 0.006589412689208984
50 		 0.0056858062744140625 	 0.0056858062744140625
181 		 0.20178866386413574 	 0.20178866386413574
158 		 0.13885235786437988 	 0.13885235786437988
256 		 0.551577091217041 	 0.551577091217041
117 		 0.05803728103637695 	 0.05803728103637695
125 		 0.0699012279510498 	 0.0699012279510498
244 		 0.4839966297149658 	 0.4839966297149658
217 		 0.34231138229370117 	 0.34231138229370117
43 		 0.0038607120513916016 	 0.0038607120513916016
111 		 0.05074739456176758 	 0.05074739456176758
150 		 0.11756181716918945 	 0.11756181716918945
169 		 0.16916298866271973 	 0.16916298866271973
43 		 0.0039060115814208984 	 0.0039060115814208984
92 		 0.030034542083740234 	 0.030034542083740234
105 		 0.04264545440673828 	 0.04264545440673828
267 		 0.6327672004699707 	 0.6327672004699707
200 		 0.2678799629211426 	 0.2678799629211426
52 		 0.006460428237915039 	 0.006460428237915039
49 		 0.005389213562011719 	 0.005389213562011719
158 		 0.13539886474609375 	 0.13539886474609375
43 		 0.0037889480590820312 	 0.0037889480590820312
60 		 0.009177684783935547 	 0.009177684783935547
159 		 0.14246869087219238 	 0.14246869087219238
94 		 0.031029462814331055 	 0.031029462814331055
78 		 0.01894855499267578 	 0.01894855499267578
167 		 0.15992259979248047 	 0.15992259979248047
69 		 0.013731241226196289 	 0.013731241226196289
213 		 0.3244011402130127 	 0.3244011402130127
73 		 0.015566825866699219 	 0.015566825866699219
161 		 0.14420437812805176 	 0.14420437812805176
56 		 0.007631063461303711 	 0.007631063461303711
219 		 0.3514266014099121 	 0.3514266014099121
211 		 0.31435418128967285 	 0.31435418128967285
233 		 0.41800737380981445 	 0.41800737380981445
166 		 0.1560215950012207 	 0.1560215950012207
34 		 0.0021529197692871094 	 0.0021529197692871094
180 		 0.19956660270690918 	 0.19956660270690918
53 		 0.0068662166595458984 	 0.0068662166595458984
290 		 0.7963156700134277 	 0.7963156700134277
55 		 0.007594585418701172 	 0.007594585418701172
213 		 0.32132625579833984 	 0.32132625579833984
201 		 0.27520179748535156 	 0.27520179748535156
98 		 0.0349276065826416 	 0.0349276065826416
34 		 0.0021820068359375 	 0.0021820068359375
293 		 0.8239414691925049 	 0.8239414691925049
184 		 0.20910215377807617 	 0.20910215377807617
27 		 0.0011944770812988281 	 0.0011944770812988281
163 		 0.14983630180358887 	 0.14983630180358887
257 		 0.5546832084655762 	 0.5546832084655762
188 		 0.22562909126281738 	 0.22562909126281738
88 		 0.02579641342163086 	 0.02579641342163086
190 		 0.2315995693206787 	 0.2315995693206787
292 		 0.838083028793335 	 0.838083028793335
143 		 0.10547924041748047 	 0.10547924041748047
270 		 0.6437528133392334 	 0.6437528133392334
65 		 0.011311769485473633 	 0.011311769485473633
47 		 0.004914999008178711 	 0.004914999008178711
260 		 0.5729730129241943 	 0.5729730129241943
256 		 0.5584979057312012 	 0.5584979057312012
156 		 0.13132739067077637 	 0.13132739067077637
62 		 0.010230302810668945 	 0.010230302810668945
12 		 0.00019073486328125 	 0.00019073486328125
51 		 0.005928993225097656 	 0.005928993225097656
166 		 0.15861964225769043 	 0.15861964225769043
76 		 0.017228126525878906 	 0.017228126525878906
117 		 0.05800604820251465 	 0.05800604820251465
134 		 0.08439946174621582 	 0.08439946174621582
297 		 0.8643901348114014 	 0.8643901348114014
161 		 0.14271950721740723 	 0.14271950721740723
224 		 0.371429443359375 	 0.371429443359375
193 		 0.2435131072998047 	 0.2435131072998047
115 		 0.055611371994018555 	 0.055611371994018555
160 		 0.14161896705627441 	 0.14161896705627441
268 		 0.634793758392334 	 0.634793758392334
238 		 0.4419238567352295 	 0.4419238567352295
244 		 0.4756472110748291 	 0.4756472110748291
64 		 0.01100921630859375 	 0.01100921630859375
154 		 0.12601041793823242 	 0.12601041793823242
139 		 0.09563541412353516 	 0.09563541412353516
32 		 0.0018572807312011719 	 0.0018572807312011719
63 		 0.010445356369018555 	 0.010445356369018555
262 		 0.589580774307251 	 0.589580774307251
131 		 0.08009624481201172 	 0.08009624481201172
53 		 0.006713151931762695 	 0.006713151931762695
243 		 0.47002220153808594 	 0.47002220153808594
14 		 0.0002663135528564453 	 0.0002663135528564453
251 		 0.516958475112915 	 0.516958475112915
285 		 0.7595019340515137 	 0.7595019340515137
141 		 0.09962105751037598 	 0.09962105751037598
237 		 0.43640637397766113 	 0.43640637397766113
265 		 0.6110153198242188 	 0.6110153198242188
259 		 0.574052095413208 	 0.574052095413208
27 		 0.0011942386627197266 	 0.0011942386627197266
165 		 0.15506482124328613 	 0.15506482124328613
215 		 0.3326253890991211 	 0.3326253890991211
80 		 0.019870996475219727 	 0.019870996475219727
127 		 0.07300281524658203 	 0.07300281524658203
114 		 0.05394411087036133 	 0.05394411087036133
223 		 0.3725295066833496 	 0.3725295066833496
207 		 0.29549479484558105 	 0.29549479484558105
141 		 0.1000971794128418 	 0.1000971794128418
115 		 0.054595947265625 	 0.054595947265625
94 		 0.031131505966186523 	 0.031131505966186523
257 		 0.5553059577941895 	 0.5553059577941895
17 		 0.0004076957702636719 	 0.0004076957702636719
285 		 0.7769176959991455 	 0.7769176959991455
295 		 0.8498427867889404 	 0.8498427867889404
176 		 0.18429255485534668 	 0.18429255485534668
166 		 0.15613913536071777 	 0.15613913536071777
112 		 0.050655364990234375 	 0.050655364990234375
68 		 0.013177871704101562 	 0.013177871704101562
264 		 0.6186325550079346 	 0.6186325550079346
160 		 0.14212632179260254 	 0.14212632179260254
21 		 0.0006775856018066406 	 0.0006775856018066406
64 		 0.011037588119506836 	 0.011037588119506836
93 		 0.030928850173950195 	 0.030928850173950195
92 		 0.030614852905273438 	 0.030614852905273438
283 		 0.7490928173065186 	 0.7490928173065186
211 		 0.3135716915130615 	 0.3135716915130615
51 		 0.006121158599853516 	 0.006121158599853516
114 		 0.05405306816101074 	 0.05405306816101074
116 		 0.05667233467102051 	 0.05667233467102051
70 		 0.01420140266418457 	 0.01420140266418457
90 		 0.02786111831665039 	 0.02786111831665039
80 		 0.019866943359375 	 0.019866943359375
296 		 0.8787863254547119 	 0.8787863254547119
207 		 0.29964256286621094 	 0.29964256286621094
266 		 0.6254684925079346 	 0.6254684925079346
129 		 0.07750177383422852 	 0.07750177383422852
135 		 0.09081792831420898 	 0.09081792831420898
107 		 0.04585456848144531 	 0.04585456848144531
252 		 0.5252354145050049 	 0.5252354145050049
226 		 0.3820226192474365 	 0.3820226192474365
284 		 0.7614521980285645 	 0.7614521980285645
104 		 0.04186606407165527 	 0.04186606407165527
158 		 0.1397101879119873 	 0.1397101879119873
124 		 0.06834793090820312 	 0.06834793090820312
29 		 0.0014505386352539062 	 0.0014505386352539062
62 		 0.009966611862182617 	 0.009966611862182617
221 		 0.35665130615234375 	 0.35665130615234375
120 		 0.06313848495483398 	 0.06313848495483398
172 		 0.1722257137298584 	 0.1722257137298584
119 		 0.06121969223022461 	 0.06121969223022461
285 		 0.7578318119049072 	 0.7578318119049072
188 		 0.22202134132385254 	 0.22202134132385254
143 		 0.10180377960205078 	 0.10180377960205078
134 		 0.08473706245422363 	 0.08473706245422363
155 		 0.13024640083312988 	 0.13024640083312988
232 		 0.4131619930267334 	 0.4131619930267334
171 		 0.16984295845031738 	 0.16984295845031738
123 		 0.06668877601623535 	 0.06668877601623535
90 		 0.02818131446838379 	 0.02818131446838379
285 		 0.7609241008758545 	 0.7609241008758545
291 		 0.8113009929656982 	 0.8113009929656982
279 		 0.7475788593292236 	 0.7475788593292236
270 		 0.6495566368103027 	 0.6495566368103027
54 		 0.00690460205078125 	 0.00690460205078125
226 		 0.3834266662597656 	 0.3834266662597656
97 		 0.034697532653808594 	 0.034697532653808594
78 		 0.01862311363220215 	 0.01862311363220215
232 		 0.41231274604797363 	 0.41231274604797363
67 		 0.012579679489135742 	 0.012579679489135742
285 		 0.7625391483306885 	 0.7625391483306885
254 		 0.5334882736206055 	 0.5334882736206055
115 		 0.05492520332336426 	 0.05492520332336426
264 		 0.6099147796630859 	 0.6099147796630859
43 		 0.00390625 	 0.00390625
35 		 0.0023229122161865234 	 0.0023229122161865234
71 		 0.014398813247680664 	 0.014398813247680664
249 		 0.5065598487854004 	 0.5065598487854004
97 		 0.03509855270385742 	 0.03509855270385742
71 		 0.014772891998291016 	 0.014772891998291016
247 		 0.49716949462890625 	 0.49716949462890625
115 		 0.055683135986328125 	 0.055683135986328125
229 		 0.4011232852935791 	 0.4011232852935791
73 		 0.015902996063232422 	 0.015902996063232422
142 		 0.10071182250976562 	 0.10071182250976562
273 		 0.6735949516296387 	 0.6735949516296387
149 		 0.11451983451843262 	 0.11451983451843262
161 		 0.14460968971252441 	 0.14460968971252441
197 		 0.2571754455566406 	 0.2571754455566406
75 		 0.01705026626586914 	 0.01705026626586914
221 		 0.35891127586364746 	 0.35891127586364746
240 		 0.45736193656921387 	 0.45736193656921387
87 		 0.025652170181274414 	 0.025652170181274414
38 		 0.002841472625732422 	 0.002841472625732422
95 		 0.03279566764831543 	 0.03279566764831543
75 		 0.016817569732666016 	 0.016817569732666016
89 		 0.027509212493896484 	 0.027509212493896484
149 		 0.11646294593811035 	 0.11646294593811035
288 		 0.7919192314147949 	 0.7919192314147949
69 		 0.013335943222045898 	 0.013335943222045898
88 		 0.026372909545898438 	 0.026372909545898438
31 		 0.0016751289367675781 	 0.0016751289367675781
212 		 0.3284940719604492 	 0.3284940719604492
208 		 0.30045557022094727 	 0.30045557022094727
208 		 0.30230212211608887 	 0.30230212211608887
259 		 0.5715672969818115 	 0.5715672969818115
34 		 0.0020928382873535156 	 0.0020928382873535156
136 		 0.08954620361328125 	 0.08954620361328125
181 		 0.20221853256225586 	 0.20221853256225586
110 		 0.04930758476257324 	 0.04930758476257324
212 		 0.3173854351043701 	 0.3173854351043701
223 		 0.3695652484893799 	 0.3695652484893799
221 		 0.3595139980316162 	 0.3595139980316162
253 		 0.5301179885864258 	 0.5301179885864258
182 		 0.20573186874389648 	 0.20573186874389648
40 		 0.003169536590576172 	 0.003169536590576172
22 		 0.0007288455963134766 	 0.0007288455963134766
277 		 0.7079579830169678 	 0.7079579830169678
82 		 0.021910905838012695 	 0.021910905838012695
74 		 0.016120433807373047 	 0.016120433807373047
142 		 0.10204768180847168 	 0.10204768180847168
235 		 0.43037891387939453 	 0.43037891387939453
253 		 0.5300483703613281 	 0.5300483703613281
93 		 0.03105950355529785 	 0.03105950355529785
271 		 0.6542384624481201 	 0.6542384624481201
198 		 0.2909247875213623 	 0.2909247875213623
240 		 0.4799225330352783 	 0.4799225330352783
58 		 0.008797168731689453 	 0.008797168731689453
109 		 0.04850506782531738 	 0.04850506782531738
198 		 0.260913610458374 	 0.260913610458374
215 		 0.3296165466308594 	 0.3296165466308594
226 		 0.3816356658935547 	 0.3816356658935547
118 		 0.05867195129394531 	 0.05867195129394531
296 		 0.8605129718780518 	 0.8605129718780518
134 		 0.08507680892944336 	 0.08507680892944336
159 		 0.1384286880493164 	 0.1384286880493164
189 		 0.2289433479309082 	 0.2289433479309082
188 		 0.2256004810333252 	 0.2256004810333252
148 		 0.11281037330627441 	 0.11281037330627441
152 		 0.12184715270996094 	 0.12184715270996094
139 		 0.0944819450378418 	 0.0944819450378418
248 		 0.4981374740600586 	 0.4981374740600586
52 		 0.006215333938598633 	 0.006215333938598633
276 		 0.6914129257202148 	 0.6914129257202148
78 		 0.018935680389404297 	 0.018935680389404297
275 		 0.6865212917327881 	 0.6865212917327881
247 		 0.492872953414917 	 0.492872953414917
113 		 0.05253887176513672 	 0.05253887176513672
132 		 0.08119058609008789 	 0.08119058609008789
178 		 0.1928713321685791 	 0.1928713321685791
210 		 0.3059537410736084 	 0.3059537410736084
115 		 0.055151939392089844 	 0.055151939392089844
255 		 0.5387225151062012 	 0.5387225151062012
248 		 0.49835920333862305 	 0.49835920333862305
86 		 0.02513289451599121 	 0.02513289451599121
85 		 0.024020671844482422 	 0.024020671844482422
161 		 0.1436164379119873 	 0.1436164379119873
211 		 0.3137814998626709 	 0.3137814998626709
171 		 0.17050695419311523 	 0.17050695419311523
26 		 0.0011110305786132812 	 0.0011110305786132812
183 		 0.20683526992797852 	 0.20683526992797852
185 		 0.2166123390197754 	 0.2166123390197754
281 		 0.7306392192840576 	 0.7306392192840576
197 		 0.25812220573425293 	 0.25812220573425293
171 		 0.17200040817260742 	 0.17200040817260742
21 		 0.0006566047668457031 	 0.0006566047668457031
35 		 0.0022733211517333984 	 0.0022733211517333984
51 		 0.005931854248046875 	 0.005931854248046875
51 		 0.006086111068725586 	 0.006086111068725586
49 		 0.0054972171783447266 	 0.0054972171783447266
229 		 0.3964838981628418 	 0.3964838981628418
137 		 0.09084844589233398 	 0.09084844589233398
124 		 0.06958532333374023 	 0.06958532333374023
283 		 0.7468841075897217 	 0.7468841075897217
99 		 0.03619098663330078 	 0.03619098663330078
47 		 0.004895925521850586 	 0.004895925521850586
155 		 0.12920403480529785 	 0.12920403480529785
74 		 0.016078948974609375 	 0.016078948974609375
121 		 0.06350970268249512 	 0.06350970268249512
149 		 0.11496686935424805 	 0.11496686935424805
135 		 0.08711504936218262 	 0.08711504936218262
54 		 0.0068967342376708984 	 0.0068967342376708984
73 		 0.016051054000854492 	 0.016051054000854492
57 		 0.008179903030395508 	 0.008179903030395508
186 		 0.21667051315307617 	 0.21667051315307617
283 		 0.743084192276001 	 0.743084192276001
177 		 0.18726158142089844 	 0.18726158142089844
281 		 0.7263176441192627 	 0.7263176441192627
261 		 0.58524489402771 	 0.58524489402771
185 		 0.21510863304138184 	 0.21510863304138184
91 		 0.029242277145385742 	 0.029242277145385742
40 		 0.0032417774200439453 	 0.0032417774200439453
58 		 0.008616209030151367 	 0.008616209030151367
15 		 0.00031685829162597656 	 0.00031685829162597656
137 		 0.09128642082214355 	 0.09128642082214355
119 		 0.06129860877990723 	 0.06129860877990723
145 		 0.10749435424804688 	 0.10749435424804688
71 		 0.014387130737304688 	 0.014387130737304688
117 		 0.059165239334106445 	 0.059165239334106445
217 		 0.3382258415222168 	 0.3382258415222168
193 		 0.2441420555114746 	 0.2441420555114746
95 		 0.03235197067260742 	 0.03235197067260742
164 		 0.15566396713256836 	 0.15566396713256836
68 		 0.013190269470214844 	 0.013190269470214844
13 		 0.00023221969604492188 	 0.00023221969604492188
119 		 0.0613863468170166 	 0.0613863468170166
206 		 0.2940680980682373 	 0.2940680980682373
93 		 0.03094196319580078 	 0.03094196319580078
156 		 0.13120126724243164 	 0.13120126724243164
144 		 0.10528779029846191 	 0.10528779029846191
123 		 0.06717085838317871 	 0.06717085838317871
205 		 0.288008451461792 	 0.288008451461792
142 		 0.10023307800292969 	 0.10023307800292969
91 		 0.028388023376464844 	 0.028388023376464844
66 		 0.012102365493774414 	 0.012102365493774414
43 		 0.003926277160644531 	 0.003926277160644531
10 		 0.0001354217529296875 	 0.0001354217529296875
218 		 0.344806432723999 	 0.344806432723999
145 		 0.10680484771728516 	 0.10680484771728516
72 		 0.015340328216552734 	 0.015340328216552734
